Vertices,Edges,Edge probability,2^boolwidth,est min,est avg,est max
60,382,0.457282,8223,0.618687,2.552683,5.727778
60,613,0.665206,574,0.208333,1.575723,3.535014
60,308,0.370380,29255,1.045635,3.669002,6.350000
60,546,0.604084,1342,0.526190,1.861352,4.687500
60,295,0.311202,39707,1.420635,4.164161,7.325000
60,415,0.467318,6858,0.695971,2.314366,4.479167
60,710,0.792123,193,0.186335,1.115690,2.291667
60,593,0.657800,736,0.412500,1.401070,3.214286
60,713,0.783249,187,0.186335,0.975967,1.875000
60,394,0.447987,7573,0.760256,2.572504,4.701681
60,485,0.529021,2588,0.319780,2.288037,4.701681
60,229,0.271547,75526,2.152381,5.091046,8.894444
60,703,0.784721,216,0.170455,1.214775,2.695489
60,322,0.391790,20327,2.001166,3.673868,5.965909
60,322,0.379120,24080,1.576190,3.698324,7.553114
60,344,0.395371,16505,0.683333,3.007538,5.965909
60,576,0.651227,894,0.419935,1.743324,3.166667
60,446,0.526828,4237,0.905357,2.345043,3.964286
60,605,0.695771,681,0.158730,1.552767,3.797619
60,352,0.360930,16274,0.597222,3.095880,5.438095
60,523,0.593653,1574,0.344444,1.677558,3.585965
60,516,0.551564,1737,0.466667,1.810684,3.214286
60,548,0.619420,1223,0.383824,1.553965,3.585965
60,554,0.628173,1203,0.466667,1.753254,3.441667
60,628,0.686661,506,0.170455,1.289512,3.177632
60,532,0.598278,1476,0.388889,1.755071,3.719298
60,205,0.202077,137370,3.894444,6.113731,8.833333
60,282,0.306350,36051,1.082576,3.873978,6.777778
60,437,0.497332,4956,0.333333,2.095366,3.938095
60,724,0.778671,176,0.158730,0.949176,2.212121
60,311,0.351578,23472,1.627778,3.944919,7.059524
60,204,0.218642,114620,1.958333,5.849180,10.876190
60,398,0.422766,7913,0.636447,2.758235,5.035256
60,452,0.509286,3932,0.716667,2.552037,5.162338
60,369,0.398339,13329,1.059524,2.823832,4.368687
60,464,0.516171,3498,0.838889,2.383385,5.160256
60,670,0.740429,313,0.170455,1.283875,3.375000
60,618,0.685331,585,0.170455,1.605781,3.245455
60,204,0.231645,124900,2.400000,5.522725,8.991667
60,268,0.302450,55661,2.058333,4.862107,6.966667
60,434,0.478718,4880,0.833333,2.374181,4.092157
60,671,0.761106,293,0.158730,1.001348,2.538462
60,532,0.565598,1553,0.526190,1.900684,3.666667
60,530,0.603345,1529,0.430556,1.633198,4.677778
60,236,0.287713,74197,1.693590,5.886982,8.067100
60,270,0.303674,51054,0.942857,3.723161,7.125000
60,541,0.576695,1397,0.445489,1.781946,3.214286
60,465,0.510412,3393,0.497619,2.413236,5.682540
60,671,0.731257,295,0.208333,1.132661,2.291667
60,552,0.613532,1138,0.366667,1.856156,3.698413
60,644,0.705567,420,0.158730,1.112815,3.245455
60,204,0.236964,133574,4.375000,6.499710,8.500000
60,585,0.631508,870,0.133929,1.482337,2.747619
60,296,0.351953,40737,1.133766,4.529595,7.219780
60,417,0.434774,6104,0.714286,2.706700,6.190909
60,664,0.756535,344,0.138889,1.025616,2.291667
60,260,0.275771,57750,2.076190,4.810124,7.083333
60,504,0.579312,2098,0.545455,2.029524,3.585965
60,490,0.542626,2349,0.398413,1.728821,3.252632
60,413,0.442395,6183,0.838889,2.649831,5.377778
60,236,0.242931,102326,2.304762,4.928891,9.321429
60,545,0.592113,1228,0.419935,1.740296,3.429167
60,452,0.489828,4307,0.492157,2.235052,3.729167
60,436,0.494570,4805,0.561111,2.448889,4.383333
60,305,0.322965,27126,1.017100,3.376581,6.583333
60,577,0.648573,918,0.407576,1.645371,4.800000
60,390,0.421349,8682,0.603968,3.001890,5.024242
60,290,0.327329,31749,1.420635,4.579470,7.124242
60,628,0.688017,534,0.138889,1.240853,2.552632
60,273,0.293536,46148,1.165909,4.286287,7.087302
60,488,0.560236,2574,0.383824,2.032068,4.055556
60,631,0.695388,483,0.186335,1.434281,3.245455
60,453,0.527208,4039,0.876190,2.268467,4.302632
60,659,0.733107,367,0.288462,1.123120,2.506944
60,325,0.333183,21830,0.733333,3.452743,6.226190
60,511,0.561083,2038,0.888889,1.922107,3.511111
60,507,0.579812,2057,0.925490,2.255119,4.195489
60,692,0.767831,251,0.170455,1.294079,3.375000
60,553,0.599522,1104,0.143541,1.868086,4.169935
60,667,0.747555,322,0.158730,1.195084,2.876812
60,343,0.392653,16489,1.641667,3.272748,6.337302
60,327,0.370364,19939,0.990909,3.000085,4.904762
60,577,0.655844,912,0.500000,1.774443,3.698413
60,436,0.484515,4476,0.368347,2.190794,4.433333
60,447,0.487534,4497,0.868347,2.436773,5.209524
60,459,0.489491,3644,0.762500,2.489921,5.529762
60,381,0.457847,9558,1.766667,2.986271,4.401923
60,543,0.633413,1392,0.663743,1.660540,3.432540
60,700,0.753214,241,0.186335,1.188359,3.245455
60,244,0.276995,80416,2.659524,5.073059,7.866667
60,465,0.539049,3583,0.483333,1.991337,3.025000
60,414,0.477877,6414,0.757576,2.422429,4.062500
60,605,0.673907,628,0.366667,1.397222,3.375000
60,418,0.467277,6116,0.696429,2.477975,4.733333
60,377,0.412873,10762,0.636447,2.847713,4.414286
60,260,0.283046,57125,2.088889,4.639114,6.957576
60,386,0.472515,9409,0.838889,2.783187,4.911111
60,617,0.691781,595,0.240000,1.537593,2.795455
60,211,0.220168,164847,3.142857,5.627698,8.485714
60,335,0.363962,18277,1.371429,3.548422,6.458333
60,621,0.681730,533,0.158730,1.223757,3.293478
60,433,0.481162,4763,0.757576,2.580158,6.171429
60,414,0.428597,6463,0.644444,2.278496,4.666667
60,694,0.758444,228,0.158730,1.114321,2.538462
60,414,0.459875,6627,0.360256,2.383805,4.479167
60,531,0.597805,1571,0.338095,1.704459,3.475490
60,447,0.503379,4222,0.510965,2.361047,4.701681
60,329,0.373887,21207,0.975000,3.333833,4.904762
60,304,0.340815,27297,1.008333,3.470015,5.958333
60,495,0.549682,2134,0.655556,1.738704,3.698413
60,434,0.450734,4987,0.955556,2.681201,4.012500
60,582,0.670236,832,0.208333,1.461460,3.375000
60,241,0.248456,74614,1.550000,4.317445,7.319048
60,256,0.263697,57852,1.641667,4.929038,8.700000
60,540,0.585941,1401,0.526190,1.732583,3.177632
60,499,0.552851,2532,0.497619,1.827863,3.683824
60,632,0.716357,479,0.445489,1.441574,3.293478
60,471,0.542546,3205,1.297619,2.273542,4.225490
60,563,0.597273,1064,0.419298,1.657944,3.245455
60,498,0.579316,2371,0.368347,1.795463,4.459524
60,654,0.731634,377,0.186335,1.233745,3.293478
60,637,0.693808,476,0.240000,1.350330,2.795455
60,345,0.365162,15846,0.636447,3.065604,6.233333
60,574,0.633216,1001,0.170455,1.505909,3.429167
60,623,0.669843,525,0.138889,1.197902,2.291667
60,563,0.603329,1073,0.419935,1.653428,4.722222
60,230,0.252758,96516,2.376190,4.819448,7.500000
60,622,0.685712,550,0.158730,1.315908,3.214286
60,366,0.403715,11959,0.701923,3.039049,5.725490
60,291,0.327149,38100,1.708333,3.762607,7.344444
60,295,0.309662,34972,2.444444,4.449955,7.059524
60,666,0.752254,348,0.135747,1.171897,3.037037
60,409,0.453588,6922,0.833333,2.507618,4.588889
60,343,0.397113,18083,0.709524,3.461631,6.041667
60,564,0.624930,1056,0.186335,1.501869,3.293478
60,586,0.657045,777,0.354167,1.930266,4.180556
60,196,0.201077,180204,3.533333,6.337593,11.116667
60,245,0.274935,74172,2.101190,5.043967,7.909524
60,479,0.528529,2833,0.466667,2.041637,4.433333
60,498,0.541902,2215,0.675000,1.767674,3.750000
60,472,0.510007,3257,0.526190,2.038526,3.729167
60,667,0.747910,323,0.170455,1.431575,3.293478
60,427,0.472290,4518,0.625000,2.381543,4.635965
60,354,0.398919,14053,0.694444,3.162002,5.410714
60,349,0.389827,15243,1.176190,3.305418,5.904762
60,660,0.736596,362,0.158730,1.308328,2.550000
60,231,0.221945,102447,3.042857,5.288096,7.361111
60,238,0.267872,80203,2.042857,5.391378,7.850000
60,529,0.596686,1663,0.186335,1.865648,4.752632
60,521,0.580707,1614,0.430556,1.589353,3.429167
60,581,0.661202,861,0.445489,1.505196,3.088889
60,652,0.719583,384,0.412500,1.338003,2.716667
60,629,0.696077,548,0.288462,1.466813,3.214286
60,718,0.784076,197,0.170455,1.030097,2.291667
60,571,0.646903,939,0.325397,1.416357,2.654762
60,573,0.645457,959,0.319780,1.434772,2.716667
60,279,0.308385,41165,2.933333,4.972205,7.319048
60,200,0.232987,134178,2.183333,5.713320,8.375000
60,312,0.361107,22226,1.660256,3.575418,5.174242
60,546,0.591219,1277,0.368347,1.745170,4.043478
60,561,0.624932,1067,0.383824,1.592287,3.545455
60,590,0.654278,802,0.430556,1.405917,2.531746
60,424,0.481581,5869,0.762500,2.271244,4.021368
60,479,0.509374,2775,0.334524,1.952729,3.938095
60,373,0.417028,12146,1.438034,2.841448,6.642157
60,684,0.750557,264,0.158730,1.038556,2.212121
60,228,0.236463,75719,1.420635,5.042292,8.583333
60,435,0.460182,5051,0.742857,2.345056,4.368687
60,608,0.664272,643,0.208333,1.435001,3.192857
60,397,0.439491,8226,1.372024,2.604867,4.461111
60,213,0.221989,120529,2.366667,5.576587,7.908333
60,591,0.664998,747,0.368347,1.271835,3.214286
60,361,0.400807,13512,1.211111,3.427917,5.500000
60,316,0.332540,26157,1.007576,3.719195,6.071429
60,504,0.543990,2093,0.419298,1.598262,4.360256
60,172,0.208554,250836,5.209524,7.358188,10.125000
60,399,0.419435,7857,0.678211,2.653329,4.515873
60,563,0.615657,1112,0.445489,1.771967,3.797619
60,507,0.594461,1999,0.510965,1.735498,3.475490
60,702,0.798320,218,0.158730,1.164457,2.291667
60,231,0.283468,120312,2.766667,5.321633,7.842857
60,573,0.640367,959,0.170455,1.373857,3.158824
60,713,0.793822,199,0.170455,1.051055,2.538462
60,281,0.319344,40240,2.628968,4.331765,6.576923
60,635,0.674891,457,0.170455,1.379266,2.630952
60,360,0.398297,12773,0.895833,3.473287,5.719780
60,470,0.517612,2922,0.876190,2.287496,4.969780
60,436,0.471975,4560,0.597222,2.370397,4.525000
60,594,0.654890,686,0.186335,1.343376,3.214286
60,394,0.435610,8700,1.297619,2.810774,4.776923
60,502,0.583152,2168,0.675000,2.223248,4.446429
60,510,0.547686,1990,0.368347,1.828072,5.066667
60,277,0.328994,41986,1.238095,4.121812,7.325000
60,228,0.265965,85199,1.983333,5.454380,8.590909
60,260,0.297329,50315,2.183333,4.397708,7.396825
60,345,0.384690,16204,1.414286,3.096697,4.360256
60,271,0.294043,46254,1.632576,4.231062,8.342857
60,339,0.361509,18455,1.316667,3.496785,6.900433
60,690,0.760974,257,0.170455,1.009341,3.245455
60,673,0.750366,289,0.186335,1.279476,2.373333
60,250,0.297920,70208,2.116667,4.361076,6.777778
60,670,0.741060,328,0.208333,1.352307,2.795455
60,247,0.288401,65584,2.601190,4.993759,9.238095
60,228,0.221486,92749,2.477778,5.339881,8.061111
60,479,0.565419,2668,0.412500,2.031911,4.375000
60,213,0.233034,136686,3.133333,6.153096,9.833333
60,564,0.632502,1019,0.398413,1.727630,3.505556
60,230,0.276043,88628,2.595238,5.015807,7.458333
60,200,0.234866,120592,2.977778,5.920780,9.150000
60,417,0.467837,6716,0.683333,2.821994,4.730159
60,369,0.406387,12321,1.686111,3.239621,5.882576
60,347,0.371992,17639,1.401923,3.008062,4.783333
60,628,0.710030,496,0.547619,1.624195,3.158824
60,305,0.350309,30099,2.061111,3.877251,5.817100
60,225,0.261881,68866,1.367857,4.866837,8.533333
60,248,0.268481,64974,3.186111,5.053244,7.700000
60,434,0.460620,4756,0.714286,2.296872,4.733333
60,351,0.377478,16443,1.652020,2.985837,4.535354
60,568,0.623304,969,0.547619,1.869254,3.166667
60,498,0.544193,2350,0.481685,1.979464,4.508824
60,659,0.702071,336,0.170455,1.324381,3.293478
60,454,0.500280,3923,0.808824,2.175525,3.975490
60,258,0.281755,54772,2.250000,4.646405,6.858333
60,704,0.785160,225,0.138889,0.874798,2.538462
60,577,0.651589,861,0.407576,1.750197,3.293478
60,423,0.480041,5492,1.000000,2.369825,5.419780
60,283,0.330739,41541,2.703968,4.493665,6.337302
60,394,0.450979,9261,1.125000,2.902076,5.402020
60,287,0.292335,39897,2.075000,4.039811,5.805556
60,616,0.661420,576,0.240000,1.461020,2.630952
60,709,0.768312,193,0.158730,1.177701,2.538462
60,368,0.383591,11029,1.578968,3.045853,5.702020
60,674,0.781378,302,0.150000,1.238453,2.795455
60,508,0.573157,2044,0.334499,1.715226,3.547619
60,538,0.603967,1390,0.138889,1.639334,3.293478
60,615,0.696825,592,0.370370,1.240347,3.293478
60,359,0.409480,13172,1.431818,3.233460,5.062500
60,339,0.376368,18520,0.576623,3.154306,6.891667
60,254,0.290385,58841,2.069048,4.235447,6.741667
60,514,0.577698,1828,0.321429,1.830900,3.252632
60,342,0.362013,17962,1.226190,3.253854,5.067100
60,645,0.707298,417,0.430556,1.487580,3.293478
60,315,0.350685,23179,0.917832,3.607422,6.300000
60,300,0.341948,30184,1.229167,3.266465,4.878968
60,574,0.640236,911,0.170455,1.381066,3.214286
60,442,0.507297,4520,0.608333,2.424583,4.012500
60,509,0.591211,1978,0.344444,1.680366,2.979167
60,277,0.316590,52575,1.953968,4.321050,6.337302
60,502,0.580909,2087,0.430556,2.021886,3.857576
60,365,0.397477,13168,0.765873,2.966863,5.181818
60,238,0.277938,83307,3.000000,5.249923,7.977778
60,331,0.371285,20332,1.511905,3.231759,5.694444
60,391,0.459649,8366,0.966667,2.806498,5.095833
60,385,0.438891,9994,0.674242,2.637594,5.512500
60,312,0.311427,27695,1.615079,3.550043,6.187500
60,526,0.588081,1620,0.158730,1.950334,4.138889
60,244,0.279667,81437,2.069048,4.918890,8.476190
60,471,0.521204,2977,0.758824,2.262393,4.180556
60,500,0.560848,2288,0.545455,2.161537,4.515873
60,207,0.245639,140855,2.458333,5.593333,8.842857
60,564,0.632462,1056,0.143541,1.741271,3.166667
60,677,0.743759,288,0.150000,1.051238,2.291667
60,286,0.311923,40076,1.950000,3.673405,5.817100
60,361,0.399293,13518,1.271429,3.231567,5.950000
60,231,0.270800,108244,3.050000,4.962646,7.944444
60,526,0.592563,1775,0.325397,2.023088,3.660256
60,389,0.446724,9200,0.760256,2.685238,4.694444
60,607,0.662335,620,0.419935,1.580612,3.252632
60,680,0.756706,296,0.186335,0.997025,2.243478
60,439,0.475126,4668,0.398413,2.187831,4.459524
60,645,0.705113,404,0.158730,1.251266,2.630952
60,280,0.336701,43600,2.361111,4.363199,6.576923
60,569,0.638479,967,0.407576,1.596118,3.135965
60,412,0.452237,7280,0.354167,2.314376,3.902020
60,354,0.378158,14970,1.688095,3.120955,6.683333
60,532,0.602725,1505,0.383824,1.711872,3.455357
60,411,0.470625,7380,0.757576,2.385401,4.558824
60,536,0.601654,1450,0.510965,1.630505,3.520833
60,416,0.453252,6164,0.321429,2.575967,4.854762
60,595,0.657940,712,0.526190,1.608641,2.876812
60,384,0.419396,9028,0.854167,2.597692,4.969780
60,508,0.563334,2022,0.450000,1.974320,4.376812
60,691,0.768694,257,0.150000,1.046884,3.293478
60,260,0.293893,58060,1.809524,4.695703,7.259524
60,526,0.594001,1607,0.445489,1.912538,3.585965
60,590,0.649236,771,0.412500,1.771260,3.633333
60,317,0.342360,23721,1.730159,3.485993,7.888889
60,192,0.217740,115096,3.559524,6.609958,8.592857
60,208,0.209833,169000,2.459524,5.663230,8.587302
60,596,0.652859,724,0.240000,1.479265,4.195489
60,662,0.714668,360,0.208333,1.370894,2.552632
60,232,0.261899,99415,2.250000,5.434881,8.111111
60,545,0.624987,1288,0.466667,2.008715,4.479167
60,310,0.364602,24877,1.416667,3.902403,7.433766
60,631,0.690372,494,0.150000,1.145644,2.373333
60,240,0.280314,85580,1.742857,5.285932,8.333333
60,542,0.595035,1345,0.143541,1.892328,3.719298
60,718,0.788661,180,0.186335,1.018570,2.373333
60,607,0.676814,625,0.170455,1.299647,2.552632
60,551,0.603907,1267,0.143541,1.678527,3.177632
60,503,0.563545,2194,0.696429,2.187124,4.247619
60,321,0.365578,24699,1.176923,3.665124,5.583333
60,261,0.298097,62980,2.174242,4.765380,9.116667
60,556,0.620566,1160,0.170455,1.826313,4.205357
60,238,0.246974,74480,2.110714,5.235387,9.125000
60,652,0.731722,403,0.170455,1.312287,3.540000
60,651,0.715221,386,0.170455,1.199165,2.552632
60,505,0.556547,2043,0.483333,2.220731,4.722222
60,691,0.782571,242,0.158730,1.009409,2.291667
60,639,0.692853,479,0.138889,1.091086,2.291667
60,303,0.301576,32090,2.069048,3.828146,6.411111
60,597,0.666435,741,0.170455,1.455264,4.169935
60,616,0.686616,583,0.170455,1.650848,4.043478
60,678,0.753608,307,0.138889,1.070700,2.373333
60,354,0.411244,13390,1.165909,3.109848,6.444444
60,358,0.387836,13036,1.077778,3.156308,5.604762
60,359,0.417804,13152,0.577778,3.044609,5.016667
60,470,0.528089,3201,0.354167,2.105566,4.446429
60,497,0.534441,2377,0.526190,1.860348,4.169935
60,540,0.584740,1401,0.510965,1.638285,3.511111
60,239,0.256753,86191,2.500000,4.990342,7.785714
60,579,0.658950,922,0.150000,1.586146,4.195489
60,684,0.759960,278,0.170455,1.288621,3.245455
60,544,0.590028,1272,0.497619,1.646143,3.535014
60,262,0.297625,57999,2.069048,4.814792,7.892857
60,598,0.693218,709,0.170455,1.390124,2.680556
60,688,0.758868,270,0.150000,1.051932,2.373333
60,336,0.362861,19210,1.736111,3.302726,5.142157
60,188,0.201526,141166,3.337302,6.211206,8.892857
60,416,0.502771,6360,1.297619,2.570084,5.188034
60,575,0.666760,919,0.483333,1.710569,3.698413
60,642,0.700715,436,0.158730,1.201388,3.245455
60,346,0.383820,16534,1.583333,3.436950,5.457576
60,426,0.495774,5090,0.844780,2.499779,4.414286
60,597,0.673710,734,0.240000,1.454728,3.166667
60,430,0.488602,4995,1.150000,2.550657,4.854762
60,271,0.298715,51226,1.587302,4.422378,8.067100
60,576,0.642531,911,0.208333,1.472812,3.015873
60,559,0.631676,1076,0.360256,1.643616,3.177632
60,227,0.229534,125537,1.416667,5.760402,8.541667
60,370,0.444419,10323,0.678211,2.469919,4.988095
60,395,0.435105,8085,0.602020,2.768148,5.736111
60,541,0.558408,1420,0.510965,1.860047,3.501166
60,692,0.780575,247,0.150000,0.887059,2.538462
60,565,0.640895,1000,0.450000,1.842615,3.458824
60,665,0.714712,346,0.186335,1.015999,2.291667
60,496,0.555030,2106,0.510965,1.941365,3.545455
60,616,0.717821,595,0.407576,1.582792,3.750000
60,212,0.229691,143904,2.458333,5.500544,8.587302
60,190,0.234292,149494,3.183333,5.911337,8.476190
60,349,0.361283,14290,0.882540,3.043668,5.916667
60,614,0.671459,583,0.158730,1.558710,3.177632
60,459,0.511542,3612,0.368347,2.184107,4.176923
60,264,0.275796,54648,3.241667,5.115390,7.351190
60,317,0.348008,25433,0.986111,3.534670,5.851190
60,285,0.308552,39447,2.700000,4.390443,7.351190
60,339,0.372394,18487,1.467857,3.552375,6.833333
60,365,0.412650,12446,0.834499,3.081328,5.642857
60,537,0.590786,1390,0.492157,1.866371,3.555556
60,725,0.796467,170,0.150000,1.012413,2.373333
60,424,0.452208,5872,1.219780,2.685103,5.035256
60,340,0.397484,15645,1.118687,3.277501,5.416667
60,707,0.781737,213,0.170455,1.263817,3.375000
60,498,0.553926,2239,0.500000,2.001898,4.671429
60,527,0.583382,1590,0.368347,1.750052,4.195489
60,674,0.763624,292,0.186335,1.036782,2.716667
60,649,0.718308,412,0.170455,1.150606,3.041667
60,456,0.489369,3481,0.325397,2.132819,4.055556
60,480,0.566822,2761,0.373611,2.042486,4.687500
60,242,0.255988,88055,2.628968,4.400450,6.650000
60,336,0.358482,16700,1.611111,3.190599,4.950000
60,279,0.337916,39185,2.243590,4.574222,7.811111
60,256,0.263646,70147,2.094444,4.370122,6.809524
60,582,0.652937,819,0.354167,1.452666,2.747619
60,483,0.551153,2723,0.696429,2.074269,4.216667
60,308,0.338416,29612,1.292857,3.574568,6.610256
60,232,0.259250,76590,1.934524,5.039446,7.583333
60,282,0.305252,44548,0.603968,4.212887,6.696429
60,318,0.338533,27931,1.076923,3.478387,6.277778
60,494,0.541151,2404,0.466667,1.881480,3.025000
60,190,0.203893,189851,3.634524,6.089008,10.166667
60,175,0.201844,202626,2.583333,6.294656,8.944444
60,530,0.584245,1475,0.430556,1.587153,3.520833
60,468,0.504509,3107,0.486742,2.324507,4.722222
60,513,0.550175,1881,0.497619,1.996774,4.386447
60,333,0.373933,20720,1.688095,3.124507,5.933333
60,193,0.206392,158939,2.476190,6.062554,9.561111
60,552,0.625457,1277,0.135747,1.584617,3.158824
60,527,0.592762,1756,0.388889,1.671482,3.505556
60,334,0.370311,15487,1.122222,3.642130,5.892857
60,438,0.489189,4944,0.882540,2.161850,3.719298
60,584,0.653953,763,0.170455,1.613274,3.383333
60,598,0.669406,707,0.186335,1.566894,3.293478
60,325,0.376003,20559,1.617857,3.356430,5.419780
60,184,0.209849,191435,3.709524,6.458437,9.666667
60,242,0.265410,90305,1.441667,4.632506,6.492857
60,282,0.304757,39448,2.716667,4.487743,6.972222
60,621,0.704984,540,0.466667,1.088717,2.669935
60,438,0.449258,4415,0.334499,2.172119,4.012500
60,274,0.308145,41514,2.133333,4.289416,7.516667
60,518,0.569717,1825,0.360256,1.687320,3.880952
60,614,0.674796,635,0.170455,1.410054,3.214286
60,682,0.755533,268,0.150000,1.149268,3.166667
60,632,0.704241,478,0.208333,1.218252,2.716667
60,714,0.788998,183,0.170455,1.038941,3.375000
60,248,0.266787,63194,1.958333,4.613836,8.511111
60,542,0.598916,1371,0.368347,1.678601,3.719298
60,322,0.362532,23244,1.215909,3.655431,6.233333
60,680,0.758290,272,0.186335,1.140590,3.037037
60,426,0.490359,5358,1.297619,2.949611,5.755556
60,540,0.594545,1397,0.325397,1.597143,3.683824
60,597,0.661443,731,0.150000,1.302138,2.219298
60,575,0.629891,920,0.388889,1.553906,2.662500
60,165,0.202984,301353,4.700000,7.502434,11.033333
60,513,0.576454,1891,0.729762,2.123129,4.752632
60,626,0.677195,512,0.419298,1.587597,4.180556
60,507,0.591872,1998,0.547619,1.922326,3.535014
60,621,0.689941,538,0.186335,1.622741,3.878788
60,604,0.681763,655,0.186335,1.037709,2.243478
60,343,0.369406,17147,0.953968,3.341520,6.444444
60,538,0.600795,1423,0.170455,1.643811,3.245455
60,506,0.578558,2107,0.412500,1.876695,3.683824
60,688,0.748355,253,0.158730,1.219593,3.540000
60,684,0.791386,264,0.240000,1.196764,3.214286
60,476,0.531734,3023,0.676190,1.940317,3.673611
60,602,0.651473,695,0.158730,1.542476,3.192857
60,310,0.342401,29150,1.632576,4.015794,6.555556
60,441,0.466453,4667,0.655556,2.536441,4.758333
60,712,0.781792,202,0.186335,0.994722,2.373333
60,402,0.431747,8115,0.925490,2.736810,4.677778
60,207,0.213957,197217,2.744048,5.709167,8.809524
60,698,0.764381,239,0.150000,0.921494,2.243478
60,189,0.204524,281232,3.575000,6.138108,9.259524
60,564,0.639873,991,0.466667,1.841677,3.545455
60,658,0.729429,367,0.138889,1.081938,3.375000
60,543,0.623589,1329,0.150000,1.941466,4.216667
60,235,0.262647,94634,2.069048,4.686790,7.952381
60,498,0.568584,2337,0.344444,1.913612,3.698413
60,578,0.649028,866,0.288462,1.736667,3.252632
60,454,0.494977,3745,0.366667,2.376023,3.868590
60,454,0.465109,3987,0.683333,1.871723,4.169935
60,250,0.286028,76223,1.666667,4.410679,6.674242
60,616,0.705451,593,0.150000,1.368417,2.583333
60,460,0.532331,3735,0.651923,2.086267,3.964286
60,449,0.502064,4053,0.642857,2.023992,4.182540
60,321,0.361278,25805,2.222222,3.728783,5.766667
60,519,0.596833,1840,0.373611,1.781840,3.441667
60,195,0.221981,176319,2.933333,5.987055,8.702020
60,386,0.407509,8878,1.087302,3.008516,4.671429
60,629,0.708286,526,0.208333,1.293275,3.201681
60,393,0.432614,7742,1.165909,2.756404,5.549242
60,551,0.630948,1082,0.483333,1.977827,3.797619
60,330,0.364306,19088,1.386447,3.280839,6.194444
60,337,0.365288,18528,1.300000,3.619121,6.688034
60,334,0.365299,18426,1.176190,3.323745,7.150000
60,239,0.258044,89523,2.027778,4.426812,6.894444
60,206,0.219995,121728,1.692857,5.691362,9.033333
60,496,0.566322,2278,0.362338,1.904403,3.673611
60,494,0.504169,2181,0.419298,1.931127,3.214286
60,599,0.696469,744,0.170455,1.383740,3.245455
60,380,0.404307,10206,0.325397,2.756040,5.515152
60,429,0.519924,5212,1.154762,2.283743,3.964286
60,561,0.638856,1066,0.419935,2.094761,5.198413
60,475,0.559168,2861,0.760256,2.086709,5.229167
60,483,0.530465,2712,0.765873,2.266418,4.752632
60,433,0.487193,5047,0.403846,2.090610,4.671429
60,168,0.201250,268958,3.900000,6.979750,12.483333
60,497,0.579780,2376,0.792157,1.972920,5.674242
60,455,0.522335,3503,0.775000,2.195284,5.066667
60,565,0.647335,1109,0.481685,1.651734,3.177632
60,271,0.263567,43223,1.490909,3.866690,5.965909
60,259,0.282243,49930,2.152778,4.320407,6.900433
60,408,0.438191,7965,0.592857,2.762658,4.900433
60,422,0.453453,5467,1.118687,2.741477,4.525000
60,354,0.408491,14597,0.885965,2.856692,5.047619
60,292,0.311182,28671,1.501190,4.099938,7.750000
60,431,0.459334,5365,0.651923,2.470963,5.066667
60,457,0.514704,3878,0.951681,2.550043,5.529762
60,570,0.614120,1009,0.547619,1.700018,3.245455
60,580,0.632949,900,0.368347,1.696517,3.666667
60,706,0.778008,217,0.150000,0.997957,2.795455
60,614,0.693156,600,0.450000,1.535638,3.673611
60,589,0.672055,767,0.170455,1.366297,3.177632
60,484,0.553728,2631,0.714286,2.157229,4.800000
